Transaction,Type,Input Currency,Input Amount,Output Currency,Output Amount,USD Equivalent,Fee,Fee Currency,Details,Date / Time (UTC)
NXT3GbvCXRks0J7lfbocQEuz9,Interest,NEXO,4.23575242,NEXO,4.23575242,$5.16,-,-,"approved / 2.382572 XRP",2025-06-20 05:00:00
NXT1E2xkaDdUnmOWQyIOmwMVS,Interest,NEXO,0.81832358,NEXO,0.81832358,$1.00,-,-,"approved / NEXO Interest Earned",2025-06-20 05:00:00
NXT1713hVJPvrd3bIihipI2at,Interest,USDX,-0.47000000,USDX,0.47000000,$0.47,-,-,"approved / Interest",2025-06-20 00:00:00
NXT7FdEucozTeWzMwM7FNSyte,Interest,NEXO,4.22415474,NEXO,4.22415474,$5.17,-,-,"approved / 2.382572 XRP",2025-06-19 05:00:00
NXT51vxUHL6oygziSkA4qWwGS,Interest,NEXO,0.81778177,NEXO,0.81778177,$1.00,-,-,"approved / NEXO Interest Earned",2025-06-19 05:00:00
NXTjkNyEsWQPG52WV8A7U9QF,Interest,USDX,-0.47000000,USDX,0.47000000,$0.47,-,-,"approved / Interest",2025-06-19 00:00:00
NXT5cMdrQXP3mSsn8BSOZsbgg,Interest,NEXO,0.81724167,NEXO,0.81724167,$1.00,-,-,"approved / NEXO Interest Earned",2025-06-18 05:00:00
NXT3ngfuSJjnBIHOktwlcz03D,Interest,NEXO,4.20884467,NEXO,4.20884467,$5.15,-,-,"approved / 2.382572 XRP",2025-06-18 05:00:00
NXT2cmCgnyIZiFLqiLnLaDuLy,Interest,USDX,-0.47000000,USDX,0.47000000,$0.47,-,-,"approved / Interest",2025-06-18 00:00:00
NXT6G1QycIE0LjC3Dgc5GBZOb,Interest,NEXO,4.35920717,NEXO,4.35920717,$5.33,-,-,"approved / 2.382572 XRP",2025-06-17 05:00:00
NXT4GOO283sNlIkrhzoHDEesd,Interest,NEXO,0.81668547,NEXO,0.81668547,$1.00,-,-,"approved / NEXO Interest Earned",2025-06-17 05:00:00
NXT27eebl3lDVGfzFUMABpgSY,Interest,USDX,-0.47000000,USDX,0.47000000,$0.47,-,-,"approved / Interest",2025-06-17 00:00:00
NXT5ZD35jNiyxxZedsuienBCo,Interest,NEXO,4.22481519,NEXO,4.22481519,$5.16,-,-,"approved / 2.382572 XRP",2025-06-16 05:00:00
NXTEH5QQpYBc5F3ZLarAAhGF,Interest,NEXO,0.81614377,NEXO,0.81614377,$1.00,-,-,"approved / NEXO Interest Earned",2025-06-16 05:00:00
NXT29NCzATrnM0PwXyMSH0xRh,Interest,USDX,-0.47000000,USDX,0.47000000,$0.47,-,-,"approved / Interest",2025-06-16 00:00:00
NXT5KyiFpeYYsR5OEVFziJPI8,Interest,NEXO,4.20936703,NEXO,4.20936703,$5.10,-,-,"approved / 2.382572 XRP",2025-06-15 05:00:00
NXT4cDmKQsRuHQkdO03PxM5Ft,Interest,NEXO,0.81560379,NEXO,0.81560379,$0.99,-,-,"approved / NEXO Interest Earned",2025-06-15 05:00:00
NXT2WX3oJZqMkiNpdsFZTSYFx,Interest,USDX,-0.47000000,USDX,0.47000000,$0.47,-,-,"approved / Interest",2025-06-15 00:00:00
NXT5bCkJoganj0hnM7pzSwcF0,Interest,NEXO,4.16481778,NEXO,4.16481778,$5.12,-,-,"approved / 2.382572 XRP",2025-06-14 05:00:00
NXT2afllj3kTMEiHc0CLEXGcE,Interest,NEXO,0.81506865,NEXO,0.81506865,$1.00,-,-,"approved / NEXO Interest Earned",2025-06-14 05:00:00
NXTghlr5YGb5xxan2bJPHLVJ,Interest,USDX,-0.47000000,USDX,0.47000000,$0.47,-,-,"approved / Interest",2025-06-14 00:00:00
NXT3MAxdMBbt91ADO1K49BsDg,Interest,NEXO,0.81452204,NEXO,0.81452204,$1.00,-,-,"approved / NEXO Interest Earned",2025-06-13 05:00:00
NXTUaO09KcvKYAkAgHeH3giE,Interest,NEXO,4.27211786,NEXO,4.27211786,$5.22,-,-,"approved / 2.382572 XRP",2025-06-13 05:00:00
NXT4EbFdSnio8xtx2i6IZAkhL,Interest,USDX,-0.47000000,USDX,0.47000000,$0.47,-,-,"approved / Interest",2025-06-13 00:00:00
NXT5IuqHLsBpQUvibJCahLNP7,Interest,NEXO,4.31173701,NEXO,4.31173701,$5.41,-,-,"approved / 2.382572 XRP",2025-06-12 05:00:00
NXTNIWQFqOluE7q5gWux3LSY,Interest,NEXO,0.81397124,NEXO,0.81397124,$1.02,-,-,"approved / NEXO Interest Earned",2025-06-12 05:00:00
NXT5XrE7yesYeSUM95tf5RFS4,Interest,USDX,-0.47000000,USDX,0.47000000,$0.47,-,-,"approved / Interest",2025-06-12 00:00:00
NXT2q8fjpH2tDNdyxxWHCLwgx,Interest,NEXO,4.38208042,NEXO,4.38208042,$5.50,-,-,"approved / 2.382572 XRP",2025-06-11 05:00:00
NXT2dUm4akZqABb5kk4PXxuIK,Interest,NEXO,0.81341293,NEXO,0.81341293,$1.02,-,-,"approved / NEXO Interest Earned",2025-06-11 05:00:00
NXT1t3aVt1yMHbVc6xMllieUm,Interest,USDX,-0.47000000,USDX,0.47000000,$0.47,-,-,"approved / Interest",2025-06-11 00:00:00
NXT7E6D1UUoMRSKmanIEf2llm,Interest,NEXO,0.81285341,NEXO,0.81285341,$1.02,-,-,"approved / NEXO Interest Earned",2025-06-10 05:00:00
NXTp05uplbe2n1sNwB18LqdB,Interest,NEXO,4.39390246,NEXO,4.39390246,$5.53,-,-,"approved / 2.382572 XRP",2025-06-10 05:00:00
NXT67GReqtGlGajudDEydvJYL,Interest,USDX,-0.47000000,USDX,0.47000000,$0.47,-,-,"approved / Interest",2025-06-10 00:00:00
NXT1CgfUepFHYgK0j4hYqKZCO,Interest,NEXO,0.81229307,NEXO,0.81229307,$1.00,-,-,"approved / NEXO Interest Earned",2025-06-09 05:00:00
NXTrXEBeFJEfVe2ypwwXuvJ9,Interest,NEXO,4.40214761,NEXO,4.40214761,$5.40,-,-,"approved / 2.382572 XRP",2025-06-09 05:00:00
NXT66gr5FOykEtGGQCNvwLiQu,Interest,USDX,-0.47000000,USDX,0.47000000,$0.47,-,-,"approved / Interest",2025-06-09 00:00:00
NXTWqFgLzi7VJk3eT4aNQqg1,Interest,NEXO,4.16116982,NEXO,4.16116982,$5.19,-,-,"approved / 2.382572 XRP",2025-06-08 05:00:00
NXTGmHQDSKsiCXgMkmpgM0Cy,Interest,NEXO,0.81175868,NEXO,0.81175868,$1.01,-,-,"approved / NEXO Interest Earned",2025-06-08 05:00:00
NXT7cNXd55TM6a1cSPSZT8dPr,Interest,USDX,-0.47000000,USDX,0.47000000,$0.47,-,-,"approved / Interest",2025-06-08 00:00:00
NXT6Yoqso5qm1m1kba0C2HmWQ,Interest,NEXO,0.81121844,NEXO,0.81121844,$0.99,-,-,"approved / NEXO Interest Earned",2025-06-07 05:00:00
NXTvsxP9RrwoRywGc7WRBhKC,Interest,NEXO,4.21622525,NEXO,4.21622525,$5.15,-,-,"approved / 2.382572 XRP",2025-06-07 05:00:00
NXT3kPlyEabfmL147L7XqwZvX,Interest,USDX,-0.47000000,USDX,0.47000000,$0.47,-,-,"approved / Interest",2025-06-07 00:00:00
NXT7MMsmTT2TJ1NR4EtcNk5lM,Interest,NEXO,0.81069017,NEXO,0.81069017,$0.99,-,-,"approved / NEXO Interest Earned",2025-06-06 05:00:00
NXT3OOFoqJfh2Za5OuF3qa76w,Interest,NEXO,4.10525087,NEXO,4.10525087,$4.99,-,-,"approved / 2.382572 XRP",2025-06-06 05:00:00
NXT2VONeAPVsyqigyxYbF0Erg,Interest,USDX,-0.47000000,USDX,0.47000000,$0.47,-,-,"approved / Interest",2025-06-06 00:00:00
NXT4Imm6OduclL9iVQYGNmYc0,Transfer Out,XRP,-855.35833200,XRP,855.35833200,$1787.91,-,-,"approved / Transfer from Savings Wallet to Credit Line Wallet",2025-06-05 22:30:37
NXT5ZmABa7Q4hNKEhm9NCwnBx,Interest,NEXO,0.81012003,NEXO,0.81012003,$1.01,-,-,"approved / NEXO Interest Earned",2025-06-05 05:00:00
NXT1QhfimDMUYDawViosSqTY,Interest,NEXO,4.49545629,NEXO,4.49545629,$5.61,-,-,"approved / 2.546613 XRP",2025-06-05 05:00:00
NXT49jTlySYYPnFCypi48Uc6X,Interest,USDX,-0.47000000,USDX,0.47000000,$0.47,-,-,"approved / Interest",2025-06-05 00:00:00
NXT6MEHUBlkRQIVpM9MK6YX5C,Interest,NEXO,4.58239873,NEXO,4.58239873,$5.72,-,-,"approved / 2.546613 XRP",2025-06-04 05:00:00
NXTEUvPobapNK2O9tTdsRJaI,Interest,NEXO,0.80954062,NEXO,0.80954062,$1.01,-,-,"approved / NEXO Interest Earned",2025-06-04 05:00:00
NXT5oTY4SBqsq2eCGPXJOdTns,Interest,USDX,-0.47000000,USDX,0.47000000,$0.47,-,-,"approved / Interest",2025-06-04 00:00:00
NXT5QeGuSYYgYzULpuRxAqOCr,Interest,NEXO,0.80897223,NEXO,0.80897223,$1.01,-,-,"approved / NEXO Interest Earned",2025-06-03 05:00:00
NXTHtaOvwhq2r4Kflf4QEsUt,Interest,NEXO,4.48032566,NEXO,4.48032566,$5.60,-,-,"approved / 2.546613 XRP",2025-06-03 05:00:00
NXT32a8DF1qjqPoBEq6BZDzWb,Interest,USDX,-0.47000000,USDX,0.47000000,$0.47,-,-,"approved / Interest",2025-06-03 00:00:00
NXT6ZpNiRUGi8Tu9Yp8xuPw6T,Interest,NEXO,4.54554811,NEXO,4.54554811,$5.55,-,-,"approved / 2.546613 XRP",2025-06-02 05:00:00
NXT2NmdGmejC1L8oNvU7QaNjb,Interest,NEXO,0.80839690,NEXO,0.80839690,$0.99,-,-,"approved / NEXO Interest Earned",2025-06-02 05:00:00
NXT6gMx7zuTe5SXxw9ZJ94YYh,Interest,USDX,-0.47000000,USDX,0.47000000,$0.47,-,-,"approved / Interest",2025-06-02 00:00:00
NXT79RYGc4Pr4oPVeOlIgCr9F,Interest,NEXO,0.80782917,NEXO,0.80782917,$1.00,-,-,"approved / NEXO Interest Earned",2025-06-01 05:00:00
NXTpCzVcCarTi443Rfwtfcdb,Interest,NEXO,4.47538185,NEXO,4.47538185,$5.54,-,-,"approved / 2.546613 XRP",2025-06-01 05:00:00
NXT6swlUoKnfpzN2qaiJ8amCD,Interest,USDX,-0.47000000,USDX,0.47000000,$0.47,-,-,"approved / Interest",2025-06-01 00:00:00
NXT7RIecZwvALHeNza7yPYy9a,Interest,NEXO,0.80725884,NEXO,0.80725884,$0.98,-,-,"approved / NEXO Interest Earned",2025-05-31 05:00:00
NXT5yeqhu3yopDc4xrujbb0E7,Interest,NEXO,4.50008039,NEXO,4.50008039,$5.45,-,-,"approved / 2.546613 XRP",2025-05-31 05:00:00
NXT5dqAA1FYuuDHfQaZT8NOxL,Interest,USDX,-0.47000000,USDX,0.47000000,$0.47,-,-,"approved / Interest",2025-05-31 00:00:00
NXT4s12NtAIuaISuRsKqvBxXG,Transfer Out,XRP,-790.42306500,XRP,790.42306500,$1735.01,-,-,"approved / Transfer from Savings Wallet to Credit Line Wallet",2025-05-30 10:30:48
NXT5bvYUGl6YvJrLXdzFi32Mk,Interest,NEXO,4.86736491,NEXO,4.86736491,$6.06,-,-,"approved / 2.698201 XRP",2025-05-30 05:00:00
NXT4KX0TD1ipxmdlBnQrDC0r,Interest,NEXO,0.80664911,NEXO,0.80664911,$1.00,-,-,"approved / NEXO Interest Earned",2025-05-30 05:00:00
NXT3ZVXtvKb1lDgAFF0wt6ztS,Interest,USDX,-0.47000000,USDX,0.47000000,$0.47,-,-,"approved / Interest",2025-05-30 00:00:00
NXT3f3qraBRgtrMRKfiUCJSWt,Interest,NEXO,0.80603213,NEXO,0.80603213,$1.00,-,-,"approved / NEXO Interest Earned",2025-05-29 05:00:00
NXT3eGO6LG3rat0H05W14RdHT,Interest,NEXO,4.93546838,NEXO,4.93546838,$6.14,-,-,"approved / 2.698201 XRP",2025-05-29 05:00:00
NXT6AY0XpshmUkKzC9v1KjVou,Interest,USDX,-0.47000000,USDX,0.47000000,$0.47,-,-,"approved / Interest",2025-05-29 00:00:00
NXT3K1bP7t10vaRhPvejNzXYD,Interest,NEXO,0.80541426,NEXO,0.80541426,$1.02,-,-,"approved / NEXO Interest Earned",2025-05-28 05:00:00
NXTHM4OsKkUa8W0hnlndzcQ7,Interest,NEXO,4.94440822,NEXO,4.94440822,$6.25,-,-,"approved / 2.698201 XRP",2025-05-28 05:00:00
NXTg6YLRbBNp2gAkkJZe5Y4f,Interest,USDX,-0.47000000,USDX,0.47000000,$0.47,-,-,"approved / Interest",2025-05-28 00:00:00
NXT61KAq35KaNZ47L3awYYJsf,Interest,NEXO,4.95560546,NEXO,4.95560546,$6.24,-,-,"approved / 2.698201 XRP",2025-05-27 05:00:00
NXT17oLABiGbvYUdvOc5CAW4s,Interest,NEXO,0.80479525,NEXO,0.80479525,$1.01,-,-,"approved / NEXO Interest Earned",2025-05-27 05:00:00
NXT5ZjZDpauOTHEqg7zowNPga,Interest,USDX,-0.47000000,USDX,0.47000000,$0.47,-,-,"approved / Interest",2025-05-27 00:00:00
NXT6bbhO4TCcPQvL88bMHaXai,Interest,NEXO,4.96979267,NEXO,4.96979267,$6.32,-,-,"approved / 2.698201 XRP",2025-05-26 05:00:00
NXT3VZOwBxsT5O1fsF02itH2F,Interest,NEXO,0.80417478,NEXO,0.80417478,$1.02,-,-,"approved / NEXO Interest Earned",2025-05-26 05:00:00
NXT5DQ28vUF49mhIxx2rR8qFK,Interest,USDX,-0.47000000,USDX,0.47000000,$0.47,-,-,"approved / Interest",2025-05-26 00:00:00
NXT4704CRP4JhTDXJrhtViOea,Interest,NEXO,0.80355419,NEXO,0.80355419,$1.02,-,-,"approved / NEXO Interest Earned",2025-05-25 05:00:00
NXT21VazWANUpXYt3SMW33eLN,Interest,NEXO,4.97149909,NEXO,4.97149909,$6.29,-,-,"approved / 2.698201 XRP",2025-05-25 05:00:00
NXT3PYLHiq7MLryyxoYgHgxJW,Interest,USDX,-0.47000000,USDX,0.47000000,$0.47,-,-,"approved / Interest",2025-05-25 00:00:00
NXT55ToXSg1D23yoMr3yZuzOg,Interest,NEXO,4.96149137,NEXO,4.96149137,$6.20,-,-,"approved / 2.698201 XRP",2025-05-24 05:00:00
NXT1O11Lf3s6DptVN1MDLy7JV,Interest,NEXO,0.80293475,NEXO,0.80293475,$1.00,-,-,"approved / NEXO Interest Earned",2025-05-24 05:00:00
NXT6a67Qa6w6GZyZb5BRNsfmD,Interest,USDX,-0.47000000,USDX,0.47000000,$0.47,-,-,"approved / Interest",2025-05-24 00:00:00
NXT4AzN2HnSnMLpN1J0aTt8Ob,Interest,NEXO,0.80230319,NEXO,0.80230319,$1.04,-,-,"approved / NEXO Interest Earned",2025-05-23 05:00:00
NXT1sQewHhhKSoNL7wh2z42IK,Interest,NEXO,5.07485628,NEXO,5.07485628,$6.56,-,-,"approved / 2.698201 XRP",2025-05-23 05:00:00
NXT1bvnRwj7vdRQVRabQTAyaG,Interest,USDX,-0.47000000,USDX,0.47000000,$0.47,-,-,"approved / Interest",2025-05-23 00:00:00
NXT5Ug9ogqC4EMQGv9Jj8Ic3b,Interest,NEXO,0.80167281,NEXO,0.80167281,$1.02,-,-,"approved / NEXO Interest Earned",2025-05-22 05:00:00
NXTTpVWGrhB0SH3iggA869LQ,Interest,NEXO,5.06459081,NEXO,5.06459081,$6.46,-,-,"approved / 2.698201 XRP",2025-05-22 05:00:00
NXT2N0IXBxkmVOp74iVVSMcYs,Interest,USDX,-0.47000000,USDX,0.47000000,$0.47,-,-,"approved / Interest",2025-05-22 00:00:00
NXT3s6c5YQyYuzk9lkXRdVt4H,Interest,NEXO,4.99223905,NEXO,4.99223905,$6.36,-,-,"approved / 2.698201 XRP",2025-05-21 05:00:00
NXTEQ1k5f4Ap2BG3PThA5sEY,Interest,NEXO,0.80105026,NEXO,0.80105026,$1.02,-,-,"approved / NEXO Interest Earned",2025-05-21 05:00:00
NXT1qN5pUqZFqOYBCjwvVwIiS,Interest,USDX,-0.47000000,USDX,0.47000000,$0.47,-,-,"approved / Interest",2025-05-21 00:00:00
NXT6z7VZsaiBOWxjdY87qSMoF,Interest,NEXO,5.07765075,NEXO,5.07765075,$6.42,-,-,"approved / 2.698201 XRP",2025-05-20 05:00:00
NXT25I4V7SstonBRioUsGrdX3,Interest,NEXO,0.80041860,NEXO,0.80041860,$1.01,-,-,"approved / NEXO Interest Earned",2025-05-20 05:00:00
NXTdHicG2AFrAgYNXMtItZe7,Interest,USDX,-0.47000000,USDX,0.47000000,$0.47,-,-,"approved / Interest",2025-05-20 00:00:00
NXT7PVKlkjreXhV2fcgIaP8uY,Interest,NEXO,0.79978891,NEXO,0.79978891,$1.04,-,-,"approved / NEXO Interest Earned",2025-05-19 05:00:00
NXT4OMpQOrR2bxQhteWBmgDss,Interest,NEXO,5.06006135,NEXO,5.06006135,$6.55,-,-,"approved / 2.698201 XRP",2025-05-19 05:00:00
NXT5QHrXc6whAsHN9MK6sm8dX,Interest,USDX,-0.47000000,USDX,0.47000000,$0.47,-,-,"approved / Interest",2025-05-19 00:00:00
NXT7aCQXs91p2e2olWKFBBUk6,Interest,NEXO,5.03724681,NEXO,5.03724681,$6.35,-,-,"approved / 2.698201 XRP",2025-05-18 05:00:00
NXT2GMBsovmEoOJpBSuUY96OO,Interest,NEXO,0.79916173,NEXO,0.79916173,$1.01,-,-,"approved / NEXO Interest Earned",2025-05-18 05:00:00
NXT7DzTIs1pACrC4DkGZjJUn0,Interest,USDX,-0.47000000,USDX,0.47000000,$0.47,-,-,"approved / Interest",2025-05-18 00:00:00
NXT4jhn5pkgcCaOgeZNwUlFDl,Transfer Out,XRP,-765.54720900,XRP,765.54720900,$1782.58,-,-,"approved / Transfer from Savings Wallet to Credit Line Wallet",2025-05-17 22:30:20
NXT7fmTpmIVjXYlQxQZV63TcN,Interest,NEXO,5.26725331,NEXO,5.26725331,$6.77,-,-,"approved / 2.845019 XRP",2025-05-17 05:00:00
NXT4JaidHFss3SCKeCMCfX2Cn,Interest,NEXO,0.79850990,NEXO,0.79850990,$1.03,-,-,"approved / NEXO Interest Earned",2025-05-17 05:00:00
NXT7UMxQvg6YC6QRAorAU5Yzt,Interest,USDX,-0.47000000,USDX,0.47000000,$0.47,-,-,"approved / Interest",2025-05-17 00:00:00
NXT6OMJh8aWLgmvlWtbodd8Np,Interest,NEXO,5.35528964,NEXO,5.35528964,$6.79,-,-,"approved / 2.845019 XRP",2025-05-16 05:00:00
NXT2TXyyFq6A3TCc1ko26WV7b,Interest,NEXO,0.79784869,NEXO,0.79784869,$1.01,-,-,"approved / NEXO Interest Earned",2025-05-16 05:00:00
NXT7MEwEZsXstHeQZVJdvMRBw,Interest,USDX,-0.47000000,USDX,0.47000000,$0.47,-,-,"approved / Interest",2025-05-16 00:00:00
NXTFAS4QCQtzGQl32xcVwFcb,Transfer Out,XRP,-773.92294000,XRP,773.92294000,$1913.73,-,-,"approved / Transfer from Savings Wallet to Credit Line Wallet",2025-05-15 10:30:46
NXT6qpIfo7RCmkFteKJGHGvcq,Interest,NEXO,0.79760295,NEXO,0.79760295,$1.02,-,-,"approved / NEXO Interest Earned",2025-05-15 05:00:00
NXTYFvM7psZQpHpuO7jw7j9r,Interest,NEXO,1.48921762,NEXO,1.48921762,$1.90,-,-,"approved / 0.746538 XRP",2025-05-15 05:00:00
NXTf1obQVJdLrEHQaIe0fCFD,Interest,USDX,-0.47000000,USDX,0.47000000,$0.47,-,-,"approved / Interest",2025-05-15 00:00:00
NXT6YjBOLixvRMLXZTVFZrOxH,Transfer Out,XRP,-2453.75083800,XRP,2453.75083800,$6430.28,-,-,"approved / Transfer from Savings Wallet to Credit Line Wallet",2025-05-14 10:30:45
NXT29gCAfKi96JIsuwtC3SGg2,Transfer Out,AXS,-737.89299702,AXS,737.89299702,$2554.15,-,-,"approved / Transfer from Savings Wallet to Credit Line Wallet",2025-05-14 10:30:45
NXT64oBKwiKuAC5lw8Z6QdLlX,Transfer In,XRP,11715.99906800,XRP,11715.99906800,$30192.24,-,-,"approved / Transfer from Credit Line Wallet to Savings Wallet",2025-05-14 09:21:07
NXT6xu51gp5kM2MtCTBguDqMV,Interest,NEXO,0.79710972,NEXO,0.79710972,$1.02,-,-,"approved / NEXO Interest Earned",2025-05-14 05:00:00
NXT30P7hJGbtWRUowr1WG3ylQ,Interest,NEXO,2.45381585,NEXO,2.45381585,$3.14,-,-,"approved / 1.217121 XRP",2025-05-14 05:00:00
NXT1FHWT8iqbQEAg9mlMUo1FD,Interest,NEXO,1.33896399,NEXO,1.33896399,$1.72,-,-,"approved / 0.525622359306360474 AXS",2025-05-14 05:00:00
NXT7Bmo7xFV5vnAOTaFpWXQpC,Interest,USDX,-0.47000000,USDX,0.47000000,$0.47,-,-,"approved / Interest",2025-05-14 00:00:00
NXT5mZyVPI6pZjANj4zrFfUNQ,Interest,NEXO,0.79662093,NEXO,0.79662093,$1.01,-,-,"approved / NEXO Interest Earned",2025-05-13 05:00:00
NXT5GZXpD67xVzfj09kokHqSC,Interest,NEXO,2.44764528,NEXO,2.44764528,$3.10,-,-,"approved / 1.217121 XRP",2025-05-13 05:00:00
NXT2Lyfd3qIGg1GbzzI7H8bgn,Interest,NEXO,1.30433900,NEXO,1.30433900,$1.65,-,-,"approved / 0.525622359306360474 AXS",2025-05-13 05:00:00
NXT13by7mmYiGKwCugXRmcO0Q,Interest,USDX,-0.47000000,USDX,0.47000000,$0.47,-,-,"approved / Interest",2025-05-13 00:00:00
NXT6hB5IIXKLTFxTZ2sIjnVTO,Interest,NEXO,0.79615249,NEXO,0.79615249,$1.01,-,-,"approved / NEXO Interest Earned",2025-05-12 05:00:00
NXT1wB6pLwmEnpoNo9tCUgT6r,Interest,NEXO,2.26748209,NEXO,2.26748209,$2.88,-,-,"approved / 1.217121 XRP",2025-05-12 05:00:00
NXT1J11nISUaIv9NQAQqIrlZc,Interest,NEXO,1.29554448,NEXO,1.29554448,$1.65,-,-,"approved / 0.525622359306360474 AXS",2025-05-12 05:00:00
NXT2f6BR1E4MmyiIUfJLK0NCI,Interest,USDX,-0.47000000,USDX,0.47000000,$0.47,-,-,"approved / Interest",2025-05-12 00:00:00
NXT3PSyV2duqftwBkJLYKv9I3,Interest,NEXO,1.28621081,NEXO,1.28621081,$1.68,-,-,"approved / 0.525622359306360474 AXS",2025-05-11 05:00:00
NXT29FVLeiAWHW1r66OxAVJvW,Interest,NEXO,2.30905204,NEXO,2.30905204,$3.01,-,-,"approved / 1.217121 XRP",2025-05-11 05:00:00
NXTCVea2CLxCKYueqF0l7bo2,Interest,NEXO,0.79568064,NEXO,0.79568064,$1.04,-,-,"approved / NEXO Interest Earned",2025-05-11 05:00:00
NXT2nibxVeFo5Xn14yGwWMWAI,Interest,USDX,-0.47000000,USDX,0.47000000,$0.47,-,-,"approved / Interest",2025-05-11 00:00:00
NXT7jGn21DSad13CjDhf0Iegr,Interest,NEXO,0.79522638,NEXO,0.79522638,$1.01,-,-,"approved / NEXO Interest Earned",2025-05-10 05:00:00
NXT6S6xVUUJltqYi7PWCFthrD,Interest,NEXO,1.18843370,NEXO,1.18843370,$1.51,-,-,"approved / 0.525622359306360474 AXS",2025-05-10 05:00:00
NXTL649qBst28XisxmBdu8Tf,Interest,NEXO,2.24360252,NEXO,2.24360252,$2.85,-,-,"approved / 1.217121 XRP",2025-05-10 05:00:00
NXTcVPKAzAAtTtrweafSBVad,Interest,USDX,-0.47000000,USDX,0.47000000,$0.47,-,-,"approved / Interest",2025-05-10 00:00:00
NXT64sLYbTDDVjrecsKZQ1Hzw,Interest,NEXO,2.22431785,NEXO,2.22431785,$2.83,-,-,"approved / 1.217121 XRP",2025-05-09 05:00:00
NXT5T2h5LECYrk7cZzaVEiQX6,Interest,NEXO,1.13144188,NEXO,1.13144188,$1.44,-,-,"approved / 0.525622359306360474 AXS",2025-05-09 05:00:00
NXTIBhHK1umRovECTa1i5dYy,Interest,NEXO,0.79478037,NEXO,0.79478037,$1.01,-,-,"approved / NEXO Interest Earned",2025-05-09 05:00:00
NXT6PoYVBq2knxwI2Pz5RR2nd,Interest,USDX,-0.47000000,USDX,0.47000000,$0.47,-,-,"approved / Interest",2025-05-09 00:00:00
NXT6dhsal9M48UOqh4ouTxeks,Interest,NEXO,2.07863662,NEXO,2.07863662,$2.59,-,-,"approved / 1.217121 XRP",2025-05-08 05:00:00
NXT5rqcL2TE3J7tkroVeGyJ5T,Interest,NEXO,0.79436490,NEXO,0.79436490,$0.99,-,-,"approved / NEXO Interest Earned",2025-05-08 05:00:00
NXT1kBBRaUd1IDgcVRlG7YS7c,Interest,NEXO,0.99323861,NEXO,0.99323861,$1.24,-,-,"approved / 0.525622359306360474 AXS",2025-05-08 05:00:00
NXTYkpaqnMPafjf20L1dFtdF,Interest,USDX,-0.47000000,USDX,0.47000000,$0.47,-,-,"approved / Interest",2025-05-08 00:00:00
NXT75ZKt1WZpgCaRG5KlrUdhK,Interest,NEXO,0.96070219,NEXO,0.96070219,$1.21,-,-,"approved / 0.525622359306360474 AXS",2025-05-07 05:00:00
NXT71ZbgJPmIlDS7cwGFi9dnf,Interest,NEXO,0.79395260,NEXO,0.79395260,$1.00,-,-,"approved / NEXO Interest Earned",2025-05-07 05:00:00
NXT5Wpvm4eAxXDLshtk1JeTAD,Interest,NEXO,2.08218483,NEXO,2.08218483,$2.62,-,-,"approved / 1.217121 XRP",2025-05-07 05:00:00
NXT5iCxwPrk5cue4ekqRZhh35,Interest,USDX,-0.47000000,USDX,0.47000000,$0.47,-,-,"approved / Interest",2025-05-07 00:00:00
NXT2ctopHiUtAFQJePR9rRmZ4,Interest,NEXO,0.96960126,NEXO,0.96960126,$1.22,-,-,"approved / 0.525622359306360474 AXS",2025-05-06 05:00:00
NXTU9heQvKhkhO5Wm5aH1uQf,Interest,NEXO,0.79354201,NEXO,0.79354201,$1.00,-,-,"approved / NEXO Interest Earned",2025-05-06 05:00:00
NXTAdMz0sZEfMlkoY3AypR9z,Interest,NEXO,2.05764845,NEXO,2.05764845,$2.59,-,-,"approved / 1.217121 XRP",2025-05-06 05:00:00
NXT5KbCDHuk8KAXg8T3GPw2u5,Interest,USDX,-0.47000000,USDX,0.47000000,$0.47,-,-,"approved / Interest",2025-05-06 00:00:00
NXT597wn6tMQjXxg7m0eM5IIg,Interest,NEXO,1.00682277,NEXO,1.00682277,$1.23,-,-,"approved / 0.525622359306360474 AXS",2025-05-05 05:00:00
NXT45SYnMOYIRiowRw4o7mXwV,Interest,NEXO,2.14714803,NEXO,2.14714803,$2.63,-,-,"approved / 1.217121 XRP",2025-05-05 05:00:00
NXT2Lm3K73kgf48ukBv4N4ny6,Interest,NEXO,0.79311786,NEXO,0.79311786,$0.97,-,-,"approved / NEXO Interest Earned",2025-05-05 05:00:00
NXT7PywpJio8IxlsJz7hLe02T,Interest,USDX,-0.47000000,USDX,0.47000000,$0.47,-,-,"approved / Interest",2025-05-05 00:00:00
NXT3yGo3HktFLfmGMvlfzrpVi,Interest,NEXO,0.79269198,NEXO,0.79269198,$0.99,-,-,"approved / NEXO Interest Earned",2025-05-04 05:00:00
NXT2Hg5GX3BVSyi0Iqb8MZeOA,Interest,NEXO,2.13547997,NEXO,2.13547997,$2.66,-,-,"approved / 1.217121 XRP",2025-05-04 05:00:00
NXTPgGDFdIu44nKsWPldIbzC,Interest,NEXO,1.03502195,NEXO,1.03502195,$1.29,-,-,"approved / 0.525622359306360474 AXS",2025-05-04 05:00:00
NXT3oB6JFzMjrVjz2Onxivcry,Interest,USDX,-0.47000000,USDX,0.47000000,$0.47,-,-,"approved / Interest",2025-05-04 00:00:00
