Transaction,Type,Input Currency,Input Amount,Output Currency,Output Amount,USD Equivalent,Fee,Fee Currency,Details,Date / Time (UTC)
NXT4gh03vJYWGQgjLxE7w7oYD,Interest,NEXO,0.01289218,NEXO,0.01289218,$0.02,-,-,"approved / 0.007745 XRP",2024-12-23 06:00:00
NXT2dHMiyWMGjP3SHOhh1rww0,Interest,NEXO,0.38997177,NEXO,0.38997177,$0.52,-,-,"approved / NEXO Interest Earned",2024-12-23 06:00:00
NXT6fbHtMRvd0O6IOWM4YKati,Interest,USDX,-1.13000000,USDX,1.13000000,$1.13,-,-,"approved / Interest",2024-12-23 00:00:00
NXT5CVQgZzEUPPReZRF6DmkTW,Interest,NEXO,0.38992848,NEXO,0.38992848,$0.52,-,-,"approved / NEXO Interest Earned",2024-12-22 06:00:00
NXT20hTtVXTwM8m2ZGz99lLle,Interest,NEXO,0.01296897,NEXO,0.01296897,$0.02,-,-,"approved / 0.007745 XRP",2024-12-22 06:00:00
NXT2w50oSuHceiiG8mHw65PBM,Interest,USDX,-1.13000000,USDX,1.13000000,$1.13,-,-,"approved / Interest",2024-12-22 00:00:00
NXT7FjHevY4dKJVSQFGIoDXDa,Interest,NEXO,0.01273296,NEXO,0.01273296,$0.02,-,-,"approved / 0.007745 XRP",2024-12-21 06:00:00
NXT2OANtaz7OvjkCeXe2LNx9b,Interest,NEXO,0.38988521,NEXO,0.38988521,$0.54,-,-,"approved / NEXO Interest Earned",2024-12-21 06:00:00
NXT484yXM9zTfPZMIMHmuTEgD,Interest,USDX,-1.13000000,USDX,1.13000000,$1.13,-,-,"approved / Interest",2024-12-21 00:00:00
NXT3rpcrtOIcsdc2GytVwFSAs,Interest,NEXO,0.38984194,NEXO,0.38984194,$0.53,-,-,"approved / NEXO Interest Earned",2024-12-20 06:00:00
NXTw68L4nP7zWO2MGGYOsvzN,Interest,NEXO,0.01284685,NEXO,0.01284685,$0.02,-,-,"approved / 0.007745 XRP",2024-12-20 06:00:00
NXT1FrtZJ1pUnCCRI6wbujnKA,Interest,USDX,-1.13000000,USDX,1.13000000,$1.13,-,-,"approved / Interest",2024-12-20 00:00:00
NXT7PZIcsxQPLSrm4GMafkn8t,Transfer Out,XRP,-1695.24900500,XRP,1695.24900500,$3832.61,-,-,"approved / Transfer from Savings Wallet to Credit Line Wallet",2024-12-19 23:50:27
NXT3c62kABOxASjkeVwTPfjQO,Interest,NEXO,0.56211249,NEXO,0.56211249,$0.77,-,-,"approved / 0.332861 XRP",2024-12-19 06:00:00
NXT2Sf1WmXvfpwEfbXJDnYqWc,Interest,NEXO,0.38973965,NEXO,0.38973965,$0.53,-,-,"approved / NEXO Interest Earned",2024-12-19 06:00:00
NXT3Xc0SqhffVPLXU3ot9vtuc,Interest,USDX,-1.13000000,USDX,1.13000000,$1.13,-,-,"approved / Interest",2024-12-19 00:00:00
NXT10jrvavYKA2xqBb51ayceQ,Transfer Out,XRP,-264.36239400,XRP,264.36239400,$622.86,-,-,"approved / Transfer from Savings Wallet to Credit Line Wallet",2024-12-18 22:30:20
NXT4tXvRV1cCla0Yr4kQ9YJJM,Transfer Out,AXS,-498.41537410,AXS,498.41537410,$3352.53,-,-,"approved / Transfer from Savings Wallet to Credit Line Wallet",2024-12-18 22:30:20
NXT5oCJLq06rPSr1VVApTluoy,Interest,NEXO,0.38962606,NEXO,0.38962606,$0.57,-,-,"approved / NEXO Interest Earned",2024-12-18 06:00:00
NXT1TaNEt2EYlWh3IrsdAkqP6,Interest,NEXO,0.66744339,NEXO,0.66744339,$0.98,-,-,"approved / 0.383561 XRP",2024-12-18 06:00:00
NXT5RI8zllCLWI2rSSn524zu4,Interest,USDX,-1.13000000,USDX,1.13000000,$1.13,-,-,"approved / Interest",2024-12-18 00:00:00
NXT36qyyDk2jvk7RCoBHkSF18,Transfer In,AXS,498.41537410,AXS,498.41537410,$3718.59,-,-,"approved / Transfer from Credit Line Wallet to Savings Wallet",2024-12-17 20:54:57
NXT5g1WYlSPVHqD1V3OjUBS2I,Unlocking Term Deposit,XRP,2000.00000000,XRP,2000.00000000,$5009.27,-,-,"approved / Transfer from Term Wallet to Savings Wallet",2024-12-17 06:00:00
NXT2jSjanmFQwEvbRt7siWO1v,Fixed Term Interest,NEXO,17.40773108,NEXO,17.40773108,$25.82,-,-,"approved / XRP Term Deposit Interest in NEXO",2024-12-17 06:00:00
NXTAJ1BhhmndhB1EPZMTsmGS,Interest,NEXO,0.38771377,NEXO,0.38771377,$0.57,-,-,"approved / NEXO Interest Earned",2024-12-17 06:00:00
NXT7C7dyHXXB5rbyfyICCEK7e,Interest,USDX,-1.13000000,USDX,1.13000000,$1.13,-,-,"approved / Interest",2024-12-17 00:00:00
NXT3TaaNnuBzt9Gh7zC0cB62m,Interest,NEXO,0.38767211,NEXO,0.38767211,$0.58,-,-,"approved / NEXO Interest Earned",2024-12-16 06:00:00
NXT6n2cjHZkETLD4KPklil5Q7,Interest,USDX,-1.13000000,USDX,1.13000000,$1.13,-,-,"approved / Interest",2024-12-16 00:00:00
NXT9iEUYHs3YouuZi7PqkyvN,Interest,NEXO,0.38763045,NEXO,0.38763045,$0.57,-,-,"approved / NEXO Interest Earned",2024-12-15 06:00:00
NXTSg3I9rTuhycf2kaByboLm,Interest,USDX,-1.13000000,USDX,1.13000000,$1.13,-,-,"approved / Interest",2024-12-15 00:00:00
NXTjNe1TGEclqxxYYo24IY3c,Interest,NEXO,0.38758880,NEXO,0.38758880,$0.58,-,-,"approved / NEXO Interest Earned",2024-12-14 06:00:00
NXT2z7RhsRkXAeMkam0Wnerqa,Interest,USDX,-1.13000000,USDX,1.13000000,$1.13,-,-,"approved / Interest",2024-12-14 00:00:00
NXT3PIuAVuhjhKTyrgNrjUnzj,Interest,NEXO,0.38754716,NEXO,0.38754716,$0.58,-,-,"approved / NEXO Interest Earned",2024-12-13 06:00:00
NXT7hmRbMN0yrrkYqImyr29zq,Interest,USDX,-1.13000000,USDX,1.13000000,$1.13,-,-,"approved / Interest",2024-12-13 00:00:00
NXT615ue1akOa3W8LnzTyGJQh,Interest,NEXO,0.38750552,NEXO,0.38750552,$0.57,-,-,"approved / NEXO Interest Earned",2024-12-12 06:00:00
NXT7l0SqxGCoMMMBNMwJXd8Ts,Interest,USDX,-1.13000000,-,0.00000000,$1.13,-,-,"approved / Interest",2024-12-12 00:00:00
NXTk0pZhPtgd8u4RdbkoAZEa,Interest,NEXO,0.38746388,NEXO,0.38746388,$0.56,-,-,"approved / NEXO Interest Earned",2024-12-11 06:00:00
NXT3J6tuUJvKj8FkhyIOJ3pyA,Interest,USDX,-1.13000000,-,0.00000000,$1.13,-,-,"approved / Interest",2024-12-11 00:00:00
NXT2qqmCFwM4CliqmQ56zSxmY,Transfer Out,NEXO,-38.11713593,NEXO,38.11713593,$55.16,-,-,"approved / Transfer from Savings Wallet to Credit Line Wallet",2024-12-10 22:30:37
NXT293SpJkaUdLlJgciyoZTIy,Transfer Out,AXS,-498.41537409,AXS,498.41537409,$3699.73,-,-,"approved / Transfer from Savings Wallet to Credit Line Wallet",2024-12-10 22:30:37
NXT3ZwHUexhPW4oBiM8vRbjC7,Interest,NEXO,1.95998244,NEXO,1.95998244,$2.72,-,-,"approved / 0.355035575491169497 AXS",2024-12-10 06:00:00
NXT3XsXZkv1Q7YLX8GVcjj3rr,Interest,NEXO,0.38721165,NEXO,0.38721165,$0.54,-,-,"approved / NEXO Interest Earned",2024-12-10 06:00:00
NXT4AKuuet6c8PIhg5RzJlP9Z,Interest,USDX,-4.24000000,-,0.00000000,$4.24,-,-,"approved / Interest",2024-12-10 00:00:00
NXT59NdTZHRHiygT6zKuhsz7F,Interest,NEXO,0.00911772,NEXO,0.00911772,$0.01,-,-,"approved / 0.001471450805052352 AXS",2024-12-09 06:00:00
NXT2rR32rqDEOMm4R5v72WyHR,Interest,NEXO,0.38716906,NEXO,0.38716906,$0.59,-,-,"approved / NEXO Interest Earned",2024-12-09 06:00:00
NXT6kmI1OMAZycOvGLZdAV6uD,Interest,USDX,-1.13000000,-,0.00000000,$1.13,-,-,"approved / Interest",2024-12-09 00:00:00
NXT6LnmBlGKGQW8qlUkRjlg1N,Transfer Out,XRP,-3000.00000000,XRP,3000.00000000,$7574.63,-,-,"approved / Transfer from Savings Wallet to Credit Line Wallet",2024-12-08 10:51:29
NXTmzDUR8KaPGsZPOJJrHr0p,Transfer In,AXS,496.34968335,AXS,496.34968335,$4539.36,-,-,"approved / Transfer from Credit Line Wallet to Savings Wallet",2024-12-08 10:50:49
NXT7f8mgnKMDpkkpx5sQO2R5M,Transfer Out,AXS,-496.34968335,AXS,496.34968335,$4505.70,-,-,"approved / Transfer from Savings Wallet to Credit Line Wallet",2024-12-08 10:30:20
NXT2SoLuhZs9UtQiaGAXdfbli,Interest,NEXO,0.38712746,NEXO,0.38712746,$0.59,-,-,"approved / NEXO Interest Earned",2024-12-08 06:00:00
NXTgYHPRBmUgsLXSGiK7jOiv,Interest,USDX,-1.13000000,-,0.00000000,$1.13,-,-,"approved / Interest",2024-12-08 00:00:00
NXT17yZoLgWZ07q0GdQ1NVAQT,Transfer In,XRP,3000.00000000,XRP,3000.00000000,$7697.36,-,-,"approved / Transfer from Credit Line Wallet to Savings Wallet",2024-12-07 23:26:18
NXT74nV4Do9kWQTXrGMkCMDdZ,Transfer In,AXS,498.41537410,AXS,498.41537410,$4651.89,-,-,"approved / Transfer from Credit Line Wallet to Savings Wallet",2024-12-07 23:25:47
NXT5EBm2NApL8ad0F2gmtnUVp,Interest,NEXO,0.38626253,NEXO,0.38626253,$0.59,-,-,"approved / NEXO Interest Earned",2024-12-07 06:00:00
NXT4PsghvN9kk0KOjcsyTGixI,Interest,USDX,-1.13000000,-,0.00000000,$1.13,-,-,"approved / Interest",2024-12-07 00:00:00
NXT6VfAQuxejJsbGI2s1Z1BxF,Transfer Out,NEXO,-1350.85582998,NEXO,1350.85582998,$2003.90,-,-,"approved / Transfer from Savings Wallet to Credit Line Wallet",2024-12-06 10:31:01
NXT7ZhIfQiMFmCfciB8Hbre44,Transfer Out,XRP,-1138.36169800,XRP,1138.36169852,$2568.07,-,-,"approved / Transfer from Savings Wallet to Credit Line Wallet",2024-12-06 10:31:01
NXTC26UaeMoHMKMF7jQ6aGr7,Manual Repayment,USDX,11.14000000,USDX,0.00000000,$11.14,0.03000000,USDX,"approved / Crypto Repayment",2024-12-06 06:46:55
NXT3BU90mfBWompESJ7jCxu0q,Exchange Liquidation,NEXO,7.66268652,USDX,11.14000000,$11.14,-,-,"approved / Crypto repayment / Exchange NEXO to USDX",2024-12-06 06:46:55
NXT7jJ2L1lwYnXYMoPObQpBZE,Interest Additional,USDX,-0.26000000,-,0.00000000,$0.26,-,-,"approved / Interest",2024-12-06 06:46:55
NXT2PW33bb2vVcQMbHAaCoTY1,Manual Sell Order,NEXO,-7.66268652,NEXO,0.00000000,$11.17,-,-,"approved / Crypto Repayment",2024-12-06 06:46:53
NXT72EDl3EjKPEBCD6NFU6eNw,Interest,NEXO,0.38784510,NEXO,0.38784510,$0.56,-,-,"approved / NEXO Interest Earned",2024-12-06 06:00:00
NXT5DT4IO4lDBqdPmPg63Qhd7,Interest,NEXO,0.21037280,NEXO,0.21037280,$0.31,-,-,"approved / 0.135821 XRP",2024-12-06 06:00:00
NXT5JD4g0kLdlax1Fqxa6iB8Y,Exchange,USDT,-1000.00000000,FLR,30273.96731513,$966.71,-,-,"approved / Exchange Tether to Flare",2024-12-06 01:09:26
NXT3tUx06rmChJOXqTW4AVxji,Exchange Credit,USDX,-1000.37000000,USDT,1000.00000000,$1000.37,-,-,"approved / Exchange USDX to USDT",2024-12-06 01:08:51
NXT6KWxiMrN3puVUEHPEOtOUF,Loan Withdrawal,USDX,-1000.37000000,USDX,1000.37000000,$1000.37,-,-,"approved / USDT Loan Withdrawal",2024-12-06 01:08:51
NXT4WF3mWbDut3AZxOWlnO8zf,Transfer Out,XRP,-504.17942300,XRP,504.17942350,$1153.33,-,-,"approved / Transfer from Savings Wallet to Credit Line Wallet",2024-12-06 01:08:51
NXT6idrYXO6uSprDxAYixiZD2,Top up Crypto,USDT,1000.00000000,USDT,1000.00000000,$1000.37,-,-,"approved / Credit Granting Top Up",2024-12-06 01:08:51
NXT5FA3zL55wzjsEd2X10hl80,Transfer Out,USDT,-0.00000000,USDT,0.00000083,$0.00,-,-,"approved / Transfer from Savings Wallet to Credit Line Wallet",2024-12-06 01:08:51
NXT3gzOQsonzQzIA1x46exJNd,Interest,USDX,-1.05000000,-,0.00000000,$1.05,-,-,"approved / Interest",2024-12-06 00:00:00
NXT5Obb749RwoHC0jgJtrCWEU,Transfer Out,XRP,-1586.60523300,XRP,1586.60523300,$3580.56,-,-,"approved / Transfer from Savings Wallet to Credit Line Wallet",2024-12-05 23:50:07
NXT1epBIhLm5U737789drFgI5,Exchange,USDT,-2200.00000000,XRP,934.32937500,$2144.25,-,-,"approved / Exchange Tether to XRP",2024-12-05 06:04:04
NXTGtkVFSARE3QKhBQNLiwyx,Top up Crypto,USDT,2200.00000000,USDT,2200.00000000,$2201.73,-,-,"approved / Credit Granting Top Up",2024-12-05 06:03:32
NXT2dIzPtdolljllVTuUL3ikj,Exchange Credit,USDX,-2201.73000000,USDT,2200.00000000,$2201.73,-,-,"approved / Exchange USDX to USDT",2024-12-05 06:03:31
NXT6hvlFnf5WdmxYhfkvcWMWF,Loan Withdrawal,USDX,-2201.73000000,USDX,2201.73000000,$2201.73,-,-,"approved / USDT Loan Withdrawal",2024-12-05 06:03:31
NXT65PZpRZyS2n0T726lh3p2P,Transfer Out,XRP,-4753.07258200,XRP,4753.07258266,$10876.20,-,-,"approved / Transfer from Savings Wallet to Credit Line Wallet",2024-12-05 06:03:31
NXT4xOXhM38DJSTIFjLoaCI2m,Transfer Out,USDT,-0.00000000,USDT,0.00000083,$0.00,-,-,"approved / Transfer from Savings Wallet to Credit Line Wallet",2024-12-05 06:03:31
NXT5SNt952SI8eFgjvOvcBPMk,Transfer Out,AXS,-67.13720164,AXS,67.13720164,$623.52,-,-,"approved / Transfer from Savings Wallet to Credit Line Wallet",2024-12-05 06:03:31
NXT33lctR4WrEwJSclubGaxPM,Interest,NEXO,2.11777345,NEXO,2.11777345,$3.19,-,-,"approved / 1.351649 XRP",2024-12-05 06:00:00
NXT1fcfLoJ8iL1zyBghjbuGCw,Interest,NEXO,0.38757588,NEXO,0.38757588,$0.58,-,-,"approved / NEXO Interest Earned",2024-12-05 06:00:00
NXT5noE9RJv6fjeQPmT1oHwHN,Interest,USDX,-0.87000000,-,0.00000000,$0.87,-,-,"approved / Interest",2024-12-05 00:00:00
NXT24YtmSVPUNjug4wQHI1SOe,Transfer Out,AXS,-431.27817244,AXS,431.27817244,$4211.41,-,-,"approved / Transfer from Savings Wallet to Credit Line Wallet",2024-12-04 22:30:28
NXTd6WnhxLRRG4rePNFKbiCH,Exchange Credit,GBPX,-1.50000000,GBP,1.50000000,$1.91,-,-,"approved / Nexo Card Loan Withdrawal",2024-12-04 19:41:50
NXT5Euwl58koDOPZA87ZGBTNH,Exchange Credit,USDX,-1.91000000,GBPX,1.50000000,$1.91,-,-,"approved / Nexo Card Loan Withdrawal",2024-12-04 19:41:50
NXT6hWAwLqp6TcRbcr2ppv68s,Credit Card Withdrawal Credit,USDX,-1.91000000,USDX,1.91000000,$1.91,-,-,"approved / Nexo Card Loan Withdrawal",2024-12-04 19:41:50
NXT5A5QRn7GbQJ6bC9R6mJtYo,Nexo Card Purchase,USDX,-1.91000000,GBP,1.50000000,$1.91,-,-,"approved / SAMY'S | LONDON",2024-12-04 19:41:50
NXTq0pnH698NvSUtMJHW0Evo,Interest,USDX,-0.01000000,-,0.00000000,$0.01,-,-,"approved / 1 days interest for tid:NXT4OXKrsvrfPhmLgOsaYcfBa",2024-12-04 11:31:44
NXT6igEfLgpaQlQqmY4p0zvwi,Transfer In,AXS,337.55303721,AXS,337.55303721,$3245.77,-,-,"approved / Transfer from Credit Line Wallet to Savings Wallet",2024-12-04 09:10:36
NXT4yIDoJFGwkhV9zmqk9Tc6J,Interest,NEXO,1.65395063,NEXO,1.65395063,$2.43,-,-,"approved / 0.968088 XRP",2024-12-04 06:00:00
NXT4VmThaCayVLo3pdeis9vpe,Interest,NEXO,0.38727734,NEXO,0.38727734,$0.57,-,-,"approved / NEXO Interest Earned",2024-12-04 06:00:00
NXT1GxddzT9boIMBfQ1i7m4C5,Interest,NEXO,0.73693616,NEXO,0.73693616,$1.08,-,-,"approved / 0.114586859309024241 AXS",2024-12-04 06:00:00
NXT4nt3G56Znh2B1tOHZyfOEi,Interest,USDX,-0.87000000,-,0.00000000,$0.87,-,-,"approved / Interest",2024-12-04 00:00:00
NXT1KJcg3uZcYq5QI16deAuUT,Transfer Out,AXS,-337.55303721,AXS,337.55303721,$3200.47,-,-,"approved / Transfer from Savings Wallet to Credit Line Wallet",2024-12-03 23:50:05
NXT3leQ8r8UPexmgqjp5eVfla,Exchange Credit,GBPX,-5.45000000,GBP,5.45000000,$6.92,-,-,"approved / Nexo Card Loan Withdrawal",2024-12-03 10:27:31
NXT3qBfouroK4UJT6ChfYoZD2,Exchange Credit,USDX,-6.92000000,GBPX,5.45000000,$6.92,-,-,"approved / Nexo Card Loan Withdrawal",2024-12-03 10:27:31
NXT4kWHXZMveKqktoGQVVZijK,Credit Card Withdrawal Credit,USDX,-6.92000000,USDX,6.92000000,$6.92,-,-,"approved / Nexo Card Loan Withdrawal",2024-12-03 10:27:31
NXT4OXKrsvrfPhmLgOsaYcfBa,Nexo Card Purchase,USDX,-6.92000000,GBP,5.45000000,$6.92,-,-,"approved / W M MORRISONS | ...",2024-12-03 10:27:31
NXT4HKYLdKEJ6ypB1gkREqS0V,Transfer In,XRP,2000.00000000,XRP,2000.00000000,$5276.92,-,-,"approved / Transfer from Credit Line Wallet to Savings Wallet",2024-12-03 09:41:38
NXT7ZrfQJpSYufJwLwiju9mTO,Interest,NEXO,2.27017969,NEXO,2.27017969,$3.29,-,-,"approved / 0.35503557549266667 AXS",2024-12-03 06:00:00
NXT7FouIeaBVUSiLu38CLUw8X,Interest,NEXO,0.34980219,NEXO,0.34980219,$0.51,-,-,"approved / NEXO Interest Earned",2024-12-03 06:00:00
NXT2C8rNYueFfABiJpqzlbWCJ,Interest,NEXO,1.82459031,NEXO,1.82459031,$2.64,-,-,"approved / 0.968088 XRP",2024-12-03 06:00:00
NXT3HvveoGqCVua92cEr6ukn,Interest,USDX,-0.87000000,-,0.00000000,$0.87,-,-,"approved / Interest",2024-12-03 00:00:00
NXT7UzEKhd9P5ZK7dtgmGg2yK,Exchange,USDT,-500.00000000,NEXO,344.29221558,$495.79,-,-,"approved / Exchange Tether to NEXO Token",2024-12-02 20:27:47
NXT62YDuBRGRi7IulVsMjdPiG,Top up Crypto,USDT,500.00000000,USDT,500.00000000,$500.11,-,-,"approved / Credit Granting Top Up",2024-12-02 20:27:10
NXT7KhwcSlmVbOSb9l2RHetqG,Exchange Credit,USDX,-500.11000000,USDT,500.00000000,$500.11,-,-,"approved / Exchange USDX to USDT",2024-12-02 20:27:09
NXT3sXJ3EcZjfqPVQdYPg1HHZ,Loan Withdrawal,USDX,-500.11000000,USDX,500.11000000,$500.11,-,-,"approved / USDT Loan Withdrawal",2024-12-02 20:27:09
NXT5YOFTpzPskLc7v7dq0UqZZ,Interest,NEXO,1.19924455,NEXO,1.19924455,$1.75,-,-,"approved / 0.760640 XRP",2024-12-02 06:00:00
NXT5N9MxBMUFJhZmjNJoqqGlo,Interest,NEXO,0.17193497,NEXO,0.17193497,$0.25,-,-,"approved / NEXO Interest Earned",2024-12-02 06:00:00
NXTtrHqLGgKWIYxaoevhUGpp,Interest,NEXO,0.50261056,NEXO,0.50261056,$0.73,-,-,"approved / 0.08867254400571984 AXS",2024-12-02 06:00:00
NXT38uS6B89dafI2tKFTwPm9M,Exchange,AXS,-100.00000000,NEXO,560.08891500,$817.21,-,-,"approved / Exchange Axie Infinity to NEXO Token",2024-12-02 01:19:57
NXT1KbjTiGITkXoMm2EA8wNz4,Exchange,USDT,-1000.00000000,NEXO,683.90146057,$994.80,-,-,"approved / Exchange Tether to NEXO Token",2024-12-02 01:18:40
NXT2b0H8XkyU4smOYiNDJcELQ,Top up Crypto,USDT,1000.00000000,USDT,1000.00000000,$1000.67,-,-,"approved / Credit Granting Top Up",2024-12-02 01:17:52
NXT3ipMSANCa7WWZ2dJLhW4Ii,Exchange Credit,USDX,-1000.67000000,USDT,1000.00000000,$1000.67,-,-,"approved / Exchange USDX to USDT",2024-12-02 01:17:51
NXT5tz3l3lesOJdCsvIN6xhvx,Loan Withdrawal,USDX,-1000.67000000,USDX,1000.67000000,$1000.67,-,-,"approved / USDT Loan Withdrawal",2024-12-02 01:17:51
NXT14Kv6seaBpCyP8yUNrXmzc,Exchange,GBPX,-3000.00000000,AXS,444.29403000,$3722.85,-,-,"approved / Exchange GBPX to Axie Infinity",2024-12-02 01:14:02
NXT2KBQvHywnhLnzeKG2dOaz3,Exchange Deposited On,GBP,-3000.00000000,GBPX,3000.00000000,$3810.00,-,-,"approved / GBP to GBPX",2024-12-02 01:12:22
NXTAeldahZA3Z4tRyQgozqas,Deposit To Exchange,GBP,3000.00000000,GBPX,3000.00000000,$3810.00,-,-,"approved / GBP Top Up",2024-12-02 01:12:22
NXT7itc8fHk34W80GNheS7V1s,Interest,USDX,-1.52000000,-,0.00000000,$1.52,-,-,"approved / Interest",2024-12-02 00:00:00
NXT7SImcGnodTxIRvCUTZqjcH,Exchange,USDT,-100.00000000,NEXO,68.33962057,$99.52,-,-,"approved / Exchange Tether to NEXO Token",2024-12-01 22:54:02
NXT390l3RI7AbxaLSKlaIl7ol,Top up Crypto,USDT,100.00000000,USDT,100.00000000,$100.05,-,-,"approved / Credit Granting Top Up",2024-12-01 22:53:37
NXT43nVcEuK56T8KERsvwwVGd,Exchange Credit,USDX,-100.05000000,USDT,100.00000000,$100.05,-,-,"approved / Exchange USDX to USDT",2024-12-01 22:53:36
NXTGuKwufmyKvtnYUCjpBVbV,Loan Withdrawal,USDX,-100.05000000,USDX,100.05000000,$100.05,-,-,"approved / USDT Loan Withdrawal",2024-12-01 22:53:36
NXT4RZwmc42ibI61cbrgCApwI,Exchange,USDT,-500.00000000,NEXO,340.99550057,$497.62,-,-,"approved / Exchange Tether to NEXO Token",2024-12-01 22:52:48
NXT1X5W6V7PUHzVTQYfsbStoC,Top up Crypto,USDT,500.00000000,USDT,500.00000000,$500.26,-,-,"approved / Credit Granting Top Up",2024-12-01 22:51:58
NXT5RmTuC9xvYaRUaSRUNADm1,Exchange Credit,USDX,-500.26000000,USDT,500.00000000,$500.26,-,-,"approved / Exchange USDX to USDT",2024-12-01 22:51:57
NXT1ePAHqZQ2MKdRc6eGW8ltN,Loan Withdrawal,USDX,-500.26000000,USDX,500.26000000,$500.26,-,-,"approved / USDT Loan Withdrawal",2024-12-01 22:51:57
NXT3Cnt9H8VVWTRBL5mQ8pdrC,Interest,NEXO,0.17177896,NEXO,0.17177896,$0.25,-,-,"approved / NEXO Interest Earned",2024-12-01 06:00:00
NXTmkuagvOqCPHR2FblSJ9xd,Interest,NEXO,1.28000291,NEXO,1.28000291,$1.89,-,-,"approved / 0.968088 XRP",2024-12-01 06:00:00
NXT3X4qaraiy4pXVkTibp7OB9,Interest,USDX,-0.70000000,-,0.00000000,$0.70,-,-,"approved / Interest",2024-12-01 00:00:00
NXT4b05s1QzgqhFmZTE3kalq5,Exchange,USDT,-1300.00000000,AXS,154.12134410,$1271.06,-,-,"approved / Exchange Tether to Axie Infinity",2024-11-30 14:16:05
NXT3qINQWGZ6GTx8wHhjaf4Qk,Exchange Credit,USDX,-1300.70000000,USDT,1300.00000000,$1300.70,-,-,"approved / Exchange USDX to USDT",2024-11-30 14:15:24
NXT1Ikg1527xCBfURDZH0U8mN,Loan Withdrawal,USDX,-1300.70000000,USDX,1300.70000000,$1300.70,-,-,"approved / USDT Loan Withdrawal",2024-11-30 14:15:24
NXT53wZzXBQ7hRpGrycsHkK4t,Transfer Out,XRP,-2908.16650800,XRP,2908.16650867,$5390.17,-,-,"approved / Transfer from Savings Wallet to Credit Line Wallet",2024-11-30 14:15:24
NXT2CjDDQvqe8hRR3c0L2X0S5,Transfer Out,USDT,-0.00000000,USDT,0.00000083,$0.00,-,-,"approved / Transfer from Savings Wallet to Credit Line Wallet",2024-11-30 14:15:24
NXT1xYDRrOxy0RLZiBzEGF8XB,Top up Crypto,USDT,1300.00000000,USDT,1300.00000000,$1300.70,-,-,"approved / Credit Granting Top Up",2024-11-30 14:15:24
NXT6Wm86cqJlBpJkRvmYSzlgw,Interest,NEXO,1.26851792,NEXO,1.26851792,$1.84,-,-,"approved / 1.018234 XRP",2024-11-30 06:00:00
NXT4uHC9e6q4mMQQwbgSfoZTJ,Interest,NEXO,0.17162420,NEXO,0.17162420,$0.25,-,-,"approved / NEXO Interest Earned",2024-11-30 06:00:00
NXT1u4fdGblIBgurIiegofE5i,Exchange,USDT,-1000.00000000,FLR,35146.92647918,$978.28,-,-,"approved / Exchange Tether to Flare",2024-11-30 02:24:58
NXT3haZ8N0w6x0isLF1Q6G62M,Top up Crypto,USDT,1000.00000000,USDT,1000.00000000,$1000.44,-,-,"approved / Credit Granting Top Up",2024-11-30 02:24:10
NXT4DHlt4refIscDFqrqtR3xq,Exchange Credit,USDX,-1000.44000000,USDT,1000.00000000,$1000.44,-,-,"approved / Exchange USDX to USDT",2024-11-30 02:24:09
NXT6L4UJha4MrRhggB4Z4AI0N,Loan Withdrawal,USDX,-1000.44000000,USDX,1000.44000000,$1000.44,-,-,"approved / USDT Loan Withdrawal",2024-11-30 02:24:09
NXT2rtMD1h0dknqYlYfZVRvaC,Transfer Out,XRP,-1103.30861100,XRP,1103.30861169,$2002.98,-,-,"approved / Transfer from Savings Wallet to Credit Line Wallet",2024-11-30 02:24:09
NXTq2YGx2ByYWgAvxGT18NR4,Transfer Out,USDT,-0.00000000,USDT,0.00000083,$0.00,-,-,"approved / Transfer from Savings Wallet to Credit Line Wallet",2024-11-30 02:24:09
NXT2yJduvY7XESFxBOcENg0tS,Interest,USDX,-0.51000000,-,0.00000000,$0.51,-,-,"approved / Interest",2024-11-30 00:00:00
NXT2h1f3wzHE7MyFjSWHUj5jY,Transfer In,XRP,750.00000000,XRP,750.00000000,$1298.94,-,-,"approved / Transfer from Credit Line Wallet to Savings Wallet",2024-11-29 19:34:47
NXT1zGxizzvocU7eMmyfTJGVu,Exchange Collateral,LINK,-72.93539777,NEXO,912.63134106,$1298.63,-,-,"approved / Collateral Exchange Chainlink to NEXO Token",2024-11-29 11:49:49
NXT2stj7nhp0NnzSJlqLsVpnQ,Transfer In,XRP,1000.00000000,XRP,1000.00000000,$1648.46,-,-,"approved / Transfer from Credit Line Wallet to Savings Wallet",2024-11-29 11:33:59
NXT4kTQtIEGbkCf30ix3CWDPw,Transfer In,XRP,1000.00000000,XRP,1000.00000000,$1617.43,-,-,"approved / Transfer from Credit Line Wallet to Savings Wallet",2024-11-29 09:18:50
NXT78tpknQKhmGB7rLYv679Yb,Transfer In,XRP,1000.00000000,XRP,1000.00000000,$1615.66,-,-,"approved / Transfer from Credit Line Wallet to Savings Wallet",2024-11-29 09:17:52
NXT1uUKoOFRe02g69mukEcec8,Interest,NEXO,0.07345102,NEXO,0.07345102,$0.10,-,-,"approved / NEXO Interest Earned",2024-11-29 06:00:00
NXTl8DFm8f5DfRE2HvDbEmPn,Interest,NEXO,0.87657297,NEXO,0.87657297,$1.23,-,-,"approved / 0.800041 XRP",2024-11-29 06:00:00
